date,T_AMB,P_AMB,CMP_SPEED,CDP,GGDP,HPT_IT,CDT,LPT_IT,EXH_T,RH,WAR,POWER,SAMPLE
17/09/2021,22.97347509,1.011959905,9903.404285,10.35256822,3.236708591,1180.102609,386.1397942,816.9362903,544.5253618,81.73467488,0.000140351,16226.99901,data 3
18/09/2021,27.72510367,1.011277727,9866.342085,10.06325023,3.1900645,1211.316571,394.7924654,844.2492091,567.9485787,62.18477725,0.00014152,15925.15399,data 3
19/09/2021,32.23613858,1.011107063,9836.290562,9.815643632,3.150325837,1241.185923,403.2333875,870.1886737,590.082655,47.77471864,0.000141734,15672.75958,data 3
20/09/2021,32.05379093,1.011814901,9846.860384,9.849828961,3.156918856,1240.605328,403.2755724,869.3835465,589.1976929,47.82408799,0.000140282,15730.66711,data 3
21/09/2021,27.29199252,1.011209123,9844.223756,10.04286296,3.186724973,1212.762099,394.3020304,845.7520614,569.3920254,63.2457694,0.000140382,15908.22218,data 3
22/09/2021,22.58855083,1.011640083,9907.792244,10.37043372,3.238972203,1181.637659,386.0360867,818.1901229,545.5430762,83.36488208,0.000139966,16282.52758,data 3
23/09/2021,22.91459965,1.0116949,9913.855569,10.37024313,3.23903785,1182.684682,386.6151151,818.9841666,546.1449786,81.45478839,0.000139422,16281.14966,data 3
24/09/2021,27.65289065,1.011418332,9911.832157,10.15165776,3.204284595,1211.580129,395.7087468,843.5242726,566.7079474,62.24796386,0.000140956,16081.19659,data 3
25/09/2021,32.13213958,1.011441706,9893.781239,9.923711924,3.168141447,1239.227042,403.9890738,867.3701077,586.9444448,47.47285357,0.000139946,15851.8686,data 3
26/09/2021,31.95875034,1.011437216,9801.014181,9.760296138,3.141959289,1242.659785,402.4565461,872.1619895,592.2222344,47.65605081,0.000138975,15602.02549,data 3
27/09/2021,27.10574528,1.011674627,9743.559569,9.863028501,3.15881107,1215.675557,392.3833197,850.3979826,574.7402592,63.94387454,0.000140164,15631.93285,data 3
28/09/2021,22.71414806,1.011570535,9725.009086,10.01627651,3.183094369,1190.23918,383.7435864,829.2097415,557.2494181,82.59776928,0.00013974,15752.49574,data 3
29/09/2021,22.84440427,1.011768825,9768.007325,10.09197043,3.19541919,1188.921109,384.5272421,827.2382712,555.0276272,82.07761966,0.000139909,15870.16644,data 3
30/09/2021,27.74605501,1.011675847,9785.985602,9.910516141,3.166401313,1217.864594,394.0659711,851.5446784,575.2247529,61.21953267,0.00013937,15723.43914,data 3
01/10/2021,32.2695114,1.011828725,9732.243122,9.630500821,3.121584588,1248.347711,402.0795331,878.5376898,598.6130584,46.81937401,0.000139115,15406.6256,data 3
02/10/2021,32.05144639,1.01164645,9674.179021,9.539304979,3.106503466,1249.740152,400.9232179,880.8683804,601.344284,47.48614315,0.00013917,15253.10508,data 3
03/10/2021,27.17422298,1.011405413,9747.109246,9.873830594,3.160059178,1217.197492,392.8551497,851.5165652,575.5637617,63.43968551,0.000139692,15648.47614,data 3
04/10/2021,22.64241129,1.011501896,9768.607711,10.10715793,3.197404274,1189.403392,384.6931123,827.3526908,554.9266297,83.0138147,0.000139823,15897.94405,data 3
05/10/2021,22.88843158,1.011272114,9763.2773,10.07972222,3.192694393,1191.239136,385.0610223,829.066545,556.4666628,81.67382526,0.000139573,15868.84297,data 3
06/10/2021,27.77258222,1.011446268,9793.212068,9.922087222,3.167891799,1219.871236,394.7871854,852.8566329,576.0622173,61.33837931,0.000139882,15763.16597,data 3
07/10/2021,32.20334578,1.011944053,9807.837445,9.76292951,3.143160633,1246.863778,403.4218139,875.6453102,595.0864364,47.17068579,0.000139557,15641.16951,data 3
08/10/2021,31.94641046,1.011359284,9748.72216,9.662701149,3.126089376,1249.346657,402.3126979,878.9803691,598.7104443,47.67532762,0.00013907,15487.17358,data 3
09/10/2021,27.02220273,1.011763697,9715.287114,9.808627886,3.150233987,1220.88949,392.4803247,855.4313677,579.3684441,64.22785153,0.000140253,15590.70847,data 3
10/10/2021,22.6765956,1.011823081,9700.603071,9.965498475,3.175359674,1195.426812,384.0190741,834.0843339,561.6519776,83.0216403,0.000140161,15724.12111,data 3
11/10/2021,22.87959676,1.011351354,9494.291106,9.574102261,3.111690814,1206.400762,381.6257863,847.6545723,575.8942604,81.92413206,0.000139901,15130.51102,data 3
12/10/2021,27.69770493,1.012060294,9459.416958,9.320264615,3.071225316,1237.350265,390.1639619,874.884008,599.3980379,61.70377677,0.000139887,14857.20202,data 3
13/10/2021,32.25376763,1.011787612,7163.319931,7.233425462,2.554134008,1259.793178,307.9944661,892.1389129,612.6769709,47.01036888,0.000139512,14950.0306,data 3
14/10/2021,31.91982829,1.01124397,9980.220361,10.06444702,3.190224694,1239.918685,405.8646373,865.9738757,584.4474243,47.86646536,0.000139463,16152.49685,data 3
15/10/2021,27.16315509,1.011048125,9988.359923,10.28284472,3.22433589,1211.752263,397.0402202,841.8751983,564.131975,63.2311898,0.000139365,16372.85518,data 3
16/10/2021,22.65878405,1.011476375,9959.8952,10.43053271,3.248108005,1186.438688,387.9650151,821.1324567,547.2553079,83.2370339,0.000140345,16484.40025,data 3
17/10/2021,22.89005555,1.011109998,9908.082018,10.3118514,3.228978728,1190.559318,387.7399815,825.709392,551.8038894,82.24312305,0.000140576,16322.31876,data 3
18/10/2021,27.7252792,1.01165681,9857.285683,10.00784028,3.181833261,1221.592373,396.2025781,853.1150741,575.4753225,61.71325409,0.000140393,15985.21187,data 3
19/10/2021,32.1779406,1.012011479,9856.349796,9.821974784,3.152754478,1248.718534,404.7503647,876.1461103,594.7845202,47.05234208,0.000138979,15813.44939,data 3
20/10/2021,31.86399515,1.011587458,9919.145307,9.945804351,3.171912784,1243.981586,405.0443763,870.8012049,589.4149401,48.32066085,0.000140131,15996.77636,data 3
21/10/2021,27.10697755,1.011831874,9862.175736,10.05173969,3.189108006,1217.568937,395.1548128,849.5211015,572.3428287,63.88868991,0.000140089,16028.15323,data 3
22/10/2021,22.64352328,1.011664422,9891.136049,10.30012389,3.228030905,1189.723148,387.0291222,825.337549,551.716799,82.87773491,0.000139603,16291.99385,data 3
23/10/2021,22.85432441,1.011403705,2877.974748,3.716805582,1.657247622,1185.64758,128.7887601,822.4438007,549.6687406,81.91152271,0.000139705,16245.81042,data 3
24/10/2021,27.64289352,1.011857083,0,1.011857083,1.011857083,,27.64289352,,,61.99943609,0.000140292,,data 3
25/10/2021,32.16056422,1.011848725,0,1.011848725,1.011848725,,32.16056422,,,47.0300771,0.000138814,,data 3
26/10/2021,31.92107688,1.011847478,0,1.011847478,1.011847478,,31.92107688,,,48.24090154,0.000140331,,data 3
27/10/2021,27.04745722,1.011206312,0,1.011206312,1.011206312,,27.04745722,,,63.80446946,0.000139453,,data 3
28/10/2021,22.59945149,1.011640388,0,1.011640388,1.011640388,,22.59945149,,,83.31661953,0.000140002,,data 3
29/10/2021,22.89417371,1.011347622,2498.630541,3.360947916,1.569588509,1195.057547,114.6877397,827.8832834,552.5332846,82.14995279,0.000140466,16495.283,data 3
30/10/2021,27.69162888,1.011251176,9985.989515,10.24744469,3.219093814,1215.321275,397.7378828,845.2750214,567.2261786,61.57617981,0.000139805,16340.49919,data 3
31/10/2021,32.23491706,1.011724608,9946.534503,9.985541298,3.178424577,1245.47403,406.0509342,871.6580127,589.8596466,47.08625759,0.000139536,16061.3099,data 3
01/11/2021,31.96052641,1.011922441,9894.240278,9.90276211,3.165565183,1246.073722,404.7828869,873.2513612,591.9209181,47.48994994,0.000138523,15926.31612,data 3
02/11/2021,27.22552755,1.011605776,9876.146774,10.06955128,3.191562481,1218.134504,395.5011133,849.8589187,572.531304,63.26815874,0.000139796,16059.2475,data 3
03/11/2021,22.59785679,1.011720241,9972.051073,10.45269069,3.251934609,1185.813943,387.749839,820.6619612,546.9013634,82.69098644,0.000138848,16519.38959,data 3
04/11/2021,22.79851214,1.011401056,9970.580305,10.43809653,3.249161216,1186.440834,387.9294111,821.3099347,547.5203141,81.9667117,0.000139301,16493.43983,data 3
05/11/2021,27.80466967,1.011602063,9969.927181,10.21238958,3.214134654,1216.102444,397.4155036,846.4916099,568.6138509,61.44246761,0.000140352,16284.09146,data 3
06/11/2021,32.16564695,1.011411089,9940.961051,9.971886809,3.175769152,1244.33535,405.4755707,871.0254258,589.5526874,47.16873086,0.000139284,16029.2984,data 3
07/11/2021,31.8789566,1.011803307,9891.396914,9.898531305,3.164701682,1245.190107,404.3064237,872.76264,591.686542,47.9579463,0.000139283,15909.82398,data 3
08/11/2021,27.05801176,1.011722645,9925.6016,10.16575618,3.206948085,1213.501715,395.36595,845.1937764,568.1336827,63.06408473,0.000137961,16189.29501,data 3
09/11/2021,22.60364824,1.01093342,9984.72708,10.46589959,3.252735903,1184.021001,387.6217542,819.0028953,545.4211759,83.04224564,0.000139586,16528.63919,data 3
10/11/2021,22.8489009,1.011575735,9949.765808,10.39595795,3.242878001,1187.438689,387.7083622,822.5792282,548.8629569,81.92210998,0.000139689,16432.13868,data 3
11/11/2021,27.6328604,1.01125368,9955.285122,10.19240521,3.210436824,1217.314469,397.3230348,847.6242941,569.6318606,61.49982751,0.000139231,16262.24061,data 3
12/11/2021,32.28625578,1.011584969,9975.982831,10.02350692,3.184257131,1244.386528,406.3343594,870.3384246,588.4877936,47.54094991,0.00014131,16133.63612,data 3
13/11/2021,31.91751998,1.011259425,9931.017766,9.953816316,3.172670996,1244.618546,405.1193916,871.4166747,589.9811017,48.08404874,0.000140004,16020.44239,data 3
14/11/2021,27.16693324,1.011754255,9912.847227,10.12918995,3.201273744,1216.787825,395.7420362,848.2127224,570.8147568,63.36476534,0.000139351,16166.06224,data 3
15/11/2021,22.60247216,1.011312837,9931.527395,10.36065285,3.236944754,1188.530626,387.1783421,823.954756,550.3125036,82.96214983,0.000139482,16397.84389,data 3
16/11/2021,22.85206655,1.011361858,9897.958009,10.28352719,3.224946102,1190.793063,387.0091823,826.6359469,553.0636445,81.43485672,0.000138947,16283.22099,data 3
17/11/2021,27.51614222,1.011387347,9879.597704,10.0435237,3.187106088,1219.980532,395.732283,851.7643908,574.3540758,62.25904924,0.000139981,16043.76033,data 3
18/11/2021,32.18454495,1.011146939,9848.082009,9.788286157,3.14600939,1250.256252,404.2803767,878.1604207,596.9500456,47.10586566,0.000139307,15769.66383,data 3
19/11/2021,31.83540184,1.011500425,9869.259328,9.844933939,3.155651433,1247.959819,404.0191761,875.7760443,594.6579566,48.23242182,0.00013975,15854.20249,data 3
20/11/2021,27.10474934,1.011741599,9863.761745,10.03844204,3.186871503,1219.335307,394.8293093,851.6107467,574.4884463,63.39706759,0.00013899,16027.60692,data 3
21/11/2021,22.52940604,1.011815516,9916.195414,10.3384424,3.234264872,1189.698251,386.7335441,825.4941127,551.9661349,82.95502935,0.000138676,16365.50951,data 3
22/11/2021,22.86113261,1.011429309,9897.511052,10.28634113,3.225492535,1193.895829,387.4404649,829.3164963,555.3402249,81.32933858,0.000138825,16306.3601,data 3
23/11/2021,27.60001952,1.011558669,9874.450681,10.03697,3.186349516,1224.231323,396.2139912,855.6173515,577.7468003,62.06635487,0.000140129,16052.08878,data 3
24/11/2021,32.15786202,1.011300062,9881.894098,9.855676514,3.157061718,1252.448344,405.2019637,879.4042428,597.5780959,47.60150938,0.000140518,15895.76005,data 3
25/11/2021,31.88965569,1.011852342,9888.305615,9.881668122,3.162079996,1251.22797,404.8170765,878.3005492,596.6071718,48.26194731,0.00014019,15936.67117,data 3
26/11/2021,27.14864159,1.011662699,9888.991015,10.08533694,3.194183087,1222.835561,395.9118754,854.0723274,576.2106563,63.20932008,0.000138879,16131.06277,data 3
27/11/2021,22.66959286,1.011313827,9836.632986,10.18444748,3.209308034,1198.163072,386.7268188,834.1058464,560.1299004,82.62898245,0.000139436,16161.4233,data 3
28/11/2021,22.7857482,1.011666129,9849.084094,10.20542294,3.213164164,1198.159327,387.03089,833.9141852,559.8437839,82.16730067,0.000139568,16194.97757,data 3
29/11/2021,27.62275126,1.011490081,9839.348589,9.971654703,3.175858621,1227.693655,396.0504385,859.2659674,581.2807881,61.55682708,0.000139259,15964.36308,data 3
30/11/2021,32.18872376,1.011741256,9894.802803,9.877280235,3.161204628,1253.030087,405.5689551,879.649856,597.6173455,46.9959267,0.000138945,15945.01341,data 3
01/12/2021,32.00826162,1.01157292,9865.734957,9.827069248,3.152893788,1252.528053,404.6387768,879.8975382,598.2783593,47.86097667,0.000139931,15859.7561,data 3
02/12/2021,27.17664103,1.01142535,9870.548041,10.03457555,3.185761201,1223.219672,395.5229334,854.8733801,577.1998713,63.38253151,0.000139629,16065.82423,data 3
03/12/2021,22.59582767,1.011760292,9855.868707,10.21057485,3.21413061,1198.134673,386.9567158,833.7737846,559.6462773,82.87814568,0.000139178,16234.85363,data 3
04/12/2021,22.79250571,1.011335409,9812.460282,10.11527893,3.198405342,1202.381162,386.9521703,838.2214973,563.9367909,81.73967055,0.000138939,16105.6194,data 3
05/12/2021,27.699091,1.011274209,9879.902958,10.02263589,3.183632005,1230.076975,397.3825166,860.3935494,581.6257123,60.81237204,0.000138196,16104.79215,data 3
06/12/2021,32.18168948,1.011606423,9832.43558,9.74045457,3.139019521,1260.280188,405.1534209,887.3084561,605.0538953,47.32264838,0.000139846,15795.49068,data 3
07/12/2021,31.96320172,1.011509758,9810.687663,9.709040531,3.133808633,1259.862598,404.3904818,887.4353179,605.4850104,47.47835435,0.00013858,15739.69286,data 3
08/12/2021,27.05420807,1.011840691,9768.646033,9.836308004,3.154774303,1232.457055,394.5697809,864.9414826,587.1365704,62.90600629,0.000137335,15825.93535,data 3
09/12/2021,22.48101426,1.011854026,9793.761308,10.07163142,3.192322614,1203.982131,386.2031351,840.2600106,566.0995672,83.00476388,0.000138397,16085.40492,data 3
10/12/2021,22.73027112,1.011274724,9825.033709,10.10844068,3.197241924,1204.111989,386.9903174,839.8519425,565.4105995,81.95264868,0.000138762,16152.34327,data 3
11/12/2021,27.59821062,1.011189699,9846.926482,9.928855676,3.168586535,1233.145355,396.5672971,864.1762683,585.5867371,61.37856814,0.000138716,16015.86682,data 3
12/12/2021,32.13490641,1.011310392,9871.584976,9.780132231,3.144949668,1259.94718,405.4755806,886.6065058,604.1821948,47.25264583,0.000139349,15905.12886,data 3
13/12/2021,32.06609592,1.011488223,9862.499408,9.769476914,3.143513759,1260.187155,405.2126848,887.0405666,604.7015439,47.67594421,0.000140039,15885.61742,data 3
14/12/2021,27.00632262,1.011156388,9903.645069,10.05826183,3.189090178,1228.276394,396.3899977,858.8927187,580.3863928,63.59268923,0.000138741,16211.53191,data 3
15/12/2021,22.54696799,1.011435343,9828.199175,10.11725566,3.198823067,1206.790584,387.3456143,841.9919372,567.1168254,82.55281913,0.000138289,16205.80048,data 3
16/12/2021,22.74464249,1.011490314,9634.85257,9.754453342,3.141068061,1218.288997,385.3389985,855.6946405,581.2543662,81.81773383,0.000138666,15657.28528,data 3
17/12/2021,27.50391293,1.011313772,9573.44442,9.442589944,3.09019277,1251.376561,393.6270418,885.2534324,607.0574171,61.74299866,0.000138604,15298.55977,data 3
18/12/2021,32.1977017,1.011525343,9541.322115,9.197771697,3.050191327,1282.6504,402.0190903,912.8290119,630.9166217,46.64560451,0.000137997,15033.20287,data 3
19/12/2021,31.96577051,1.011190849,9506.591957,9.136072283,3.039446437,1282.32278,400.8865167,913.4020335,631.9808458,47.56466133,0.000138869,14933.49255,data 3
20/12/2021,27.08916434,1.011361655,9461.278717,9.249353148,3.058495539,1254.526135,391.1066996,890.5085993,613.2301025,63.09425714,0.000138115,14997.96242,data 3
21/12/2021,22.56609351,1.010916426,9466.911506,9.4390085,3.088981783,1226.641094,382.8084597,866.3987275,592.6860628,82.25828385,0.000138017,15189.14495,data 3
22/12/2021,22.67246169,1.011567357,9509.662897,9.517708923,3.102866088,1225.154245,383.657105,864.1696013,590.1566814,81.67270853,0.000137734,15316.18016,data 3
23/12/2021,27.63211014,1.011594031,9548.024415,9.37757382,3.079973368,1253.815251,393.4135006,888.0338602,609.8750063,60.81099645,0.000137674,15224.92641,data 3
24/12/2021,32.17369866,1.011824288,9661.794309,9.396503139,3.08343961,1276.84853,403.7113103,905.3109184,622.831637,47.21088027,0.000139403,15375.23376,data 3
25/12/2021,31.94636039,1.011179901,9656.101521,9.390485094,3.081459073,1276.506561,403.4224093,905.0305117,622.6033189,47.72771767,0.000139174,15367.23448,data 3
26/12/2021,27.11822271,1.011969965,9671.01084,9.615507083,3.119374482,1247.389805,394.7915389,879.7164888,600.9487888,63.00773551,0.000138159,15623.92721,data 3
27/12/2021,22.59685085,1.012135265,9743.186378,9.934834517,3.171003262,1216.933941,387.3771234,852.1536679,576.6741655,82.42596904,0.000138417,16023.6056,data 3
28/12/2021,22.87101725,1.011776785,9749.915057,9.929470982,3.169597468,1219.671636,388.272196,854.2704577,578.3095938,81.09406522,0.000138418,16038.92144,data 3
29/12/2021,27.71066334,1.011529125,9765.173943,9.744320742,3.139510084,1249.698079,397.8337065,879.5750361,599.4098931,60.83002154,0.000138227,15888.84053,data 3
30/12/2021,32.26626583,1.011717774,9779.04542,9.580695218,3.113345135,1277.794027,406.8060582,903.2542343,619.1628356,46.41582276,0.000137755,15754.86577,data 3
31/12/2021,31.97876001,1.011339942,9766.184158,9.569782716,3.110992041,1276.690387,406.1352993,902.5338475,618.7049031,47.30842249,0.000138081,15725.75209,data 3
01/01/2022,29.40446454,1.011915497,9747.173465,9.648565027,3.124665178,1261.525527,400.9721304,889.9578609,608.352228,56.5523962,0.000142624,15782.15132,data 3
01/01/2021,-13.66110779,0.999286494,0,0.999286494,0.999286494,,-13.66110779,,,100,1.16E-05,,data 4
02/01/2021,-13.0947744,0.999388547,0,0.999388547,0.999388547,,-13.0947744,,,100,1.23E-05,,data4
03/01/2021,-10.99524228,0.99932276,0,0.99932276,0.99932276,,-10.99524228,,,95.88433837,1.42E-05,,data 4
04/01/2021,-9.750548495,0.999299534,6246.832043,8.112812131,2.572978722,907.0442196,193.121642,582.4487149,347.1285998,86.24217671,1.43E-05,17027.38857,data 4
05/01/2021,-10.44224379,0.998870665,9912.274902,12.23768604,3.496174325,905.8339794,312.5688539,582.8228817,348.3104489,92.00538437,1.43E-05,16828.81782,data 4
06/01/2021,-12.43424694,0.999224096,9765.676669,12.03303672,3.46751765,900.8125857,307.2835912,581.0947476,348.4491785,99.96463772,1.30E-05,16513.14513,data 4
07/01/2021,-13.86506533,0.99921136,8972.249188,11.23744926,3.279511522,892.1293803,278.0893036,573.6337051,342.1897468,100,1.14E-05,16635.21441,data 4
08/01/2021,-13.21023886,0.999271526,0,0.999271526,0.999271526,,-13.21023886,,,100,1.21E-05,,data 4
09/01/2021,-11.19004399,0.999310959,0,0.999310959,0.999310959,,-11.19004399,,,97.07562232,1.41E-05,,data 4
10/01/2021,-9.826139352,0.99873657,0,0.99873657,0.99873657,,-9.826139352,,,85.91749137,1.41E-05,,data 4
11/01/2021,-10.60563576,0.99886056,0,0.99886056,0.99886056,,-10.60563576,,,92.1727832,1.41E-05,,data 4
12/01/2021,-12.55358727,0.999006781,0,0.999006781,0.999006781,,-12.55358727,,,99.92969242,1.29E-05,,data 4
13/01/2021,-13.91748194,0.999021995,0,0.999021995,0.999021995,,-13.91748194,,,100,1.14E-05,,data 4
14/01/2021,-13.39428841,0.998843386,4400.990488,3.998576517,1.925383789,1087.028781,177.3592989,832.6906642,625.9203076,100,1.19E-05,6525.9941,data 4
15/01/2021,-11.24463035,0.999166567,5615.834047,4.621387106,2.148842467,1116.275886,237.2926504,867.7386052,663.6592508,96.29530784,1.39E-05,5931.427315,data 4
16/01/2021,-10.12314599,0.999103618,5612.624739,4.591032307,2.141706541,1123.972645,238.7708957,875.0786031,670.524579,87.39352115,1.40E-05,5897.622331,data 4
17/01/2021,-10.74537968,0.99899534,5575.320365,4.554474777,2.13304537,1122.903082,236.7580604,875.3996422,671.7758197,92.60226274,1.40E-05,5830.653611,data 4
18/01/2021,-12.65563264,0.999117092,5570.448339,4.586646795,2.140693026,1111.459458,233.7891653,865.0146596,662.4346097,99.73300359,1.27E-05,5863.779707,data 4
19/01/2021,-14.05836187,0.998912282,5581.868629,4.629137558,2.150369872,1102.05272,232.066714,855.927644,653.8526373,100,1.12E-05,5919.650005,data 4
20/01/2021,-13.48801042,0.999566034,5590.79779,4.630291135,2.151341844,1104.111238,232.9882669,857.634961,655.2684931,100,1.18E-05,5925.696242,data 4
21/01/2021,-11.46858895,0.99867502,5595.347585,4.595082857,2.142192146,1117.311139,236.3855068,869.4570428,665.7838211,96.86465422,1.37E-05,5890.507208,data 4
22/01/2021,-10.33451934,0.998791365,5137.952503,4.286216905,2.044887243,1124.52238,217.7072505,875.7495403,671.2560543,88.33769136,1.39E-05,5889.898132,data 4
23/01/2021,-10.77711969,0.998835018,0,0.998835018,0.998835018,,-10.77711969,,,91.81053905,1.38E-05,,data 4
24/01/2021,-12.79758528,0.999429047,0,0.999429047,0.999429047,,-12.79758528,,,100,1.26E-05,,data 4
25/01/2021,-14.14881444,0.999061454,9157.75464,11.6618615,3.339560518,884.9180595,279.4427591,564.6363429,332.9335586,100,1.11E-05,17240.68914,data 4
26/01/2021,-13.49224365,0.999231398,9883.092026,12.35198389,3.51293893,892.5701364,306.4687722,572.6091206,340.4749707,100,1.18E-05,16910.15263,data 4
27/01/2021,-11.56311002,0.999120481,9719.140627,11.85905676,3.442179312,909.0984591,308.6158756,588.9194735,355.4521089,96.54972421,1.36E-05,16353.26305,data 4
28/01/2021,-10.30747583,0.998665219,9742.002369,11.82304426,3.436168188,914.482844,311.1154915,593.0598767,358.6274047,87.15554996,1.37E-05,16345.33823,data 4
29/01/2021,-10.86671074,0.999045694,5857.365584,5.962804836,2.341537014,1012.31323,217.7209075,723.5709751,499.6864948,91.87619718,1.37E-05,10101.14852,data 4
30/01/2021,-12.93264268,0.999352164,7399.541134,7.333228915,2.707108011,1001.553675,274.406542,714.2144908,491.6465725,99.90572115,1.24E-05,10167.74812,data 4
31/01/2021,-14.2259589,0.998676684,7421.579095,7.407345359,2.719840449,993.7262829,272.5832765,706.9170475,485.0388727,100,1.11E-05,10261.70892,data 4
01/02/2021,-13.65598866,0.999092313,7433.849864,7.405218683,2.720016694,996.32165,273.5790087,709.0866526,486.8424695,100,1.17E-05,10272.73719,data 4
02/02/2021,-11.6135234,0.998797071,7484.419748,7.411906744,2.720841026,1006.104202,277.9992374,716.4914408,492.4447479,96.86496643,1.36E-05,10331.24653,data 4
03/02/2021,-10.35470788,0.998742552,7484.289884,7.366072486,2.712339957,1014.243014,280.3294313,723.5588752,498.5092714,87.08710791,1.37E-05,10294.65888,data 4
04/02/2021,-11.11394062,0.999223292,7439.798796,7.316246702,2.703803383,1011.584082,278.0978507,722.3722904,498.2662394,92.99367113,1.36E-05,10207.70012,data 4
05/02/2021,-12.89641311,0.999360165,7430.939723,7.360222456,2.712100256,1000.475781,274.5165438,713.062824,490.5091143,99.67792295,1.24E-05,10233.85789,data 4
06/02/2021,-14.2505838,0.999293844,7455.649927,7.449264478,2.728367777,990.8246549,272.355579,704.2184921,482.600335,100,1.10E-05,10333.09004,data 4
07/02/2021,-13.75874889,0.998850603,7464.012856,7.441433611,2.726329056,993.3898007,273.3003408,706.330711,484.3331435,100,1.15E-05,10332.3176,data 4
08/02/2021,-11.80454254,0.999994239,7447.235455,7.347644323,2.710639197,1005.736861,276.3165755,717.6157429,494.4058468,96.40515705,1.33E-05,10235.59109,data 4
09/02/2021,-10.4788548,0.99888845,7448.13528,7.292454526,2.698952031,1013.830776,278.6143384,724.7375831,500.5831484,87.06326454,1.35E-05,10183.97309,data 4
10/02/2021,-11.20992772,0.99937736,7424.023877,7.281803714,2.697639942,1011.3127,277.0457655,723.0570063,499.4909525,93.18692157,1.35E-05,10156.28518,data 4
11/02/2021,-13.04930207,0.998980196,7426.489611,7.346505551,2.709043396,1000.648089,273.8815654,713.7172215,491.4199133,99.79643734,1.23E-05,10218.45528,data 4
12/02/2021,-14.45028567,0.99923834,4961.100348,5.279706981,2.14828323,992.4379092,176.3750452,706.1999129,484.7004047,100,1.08E-05,10303.45868,data 4
13/02/2021,-13.75151465,0.998974307,0,0.998974307,0.998974307,,-13.75151465,,,100,1.16E-05,,data 4
14/02/2021,-11.79715153,0.999063279,0,0.999063279,0.999063279,,-11.79715153,,,96.67941378,1.33E-05,,data 4
15/02/2021,-10.74909129,0.999157602,0,0.999157602,0.999157602,,-10.74909129,,,88.6457451,1.34E-05,,data 4
16/02/2021,-11.33020211,0.999167558,0,0.999167558,0.999167558,,-11.33020211,,,93.38836071,1.34E-05,,data 4
17/02/2021,-13.28878204,0.999339495,0,0.999339495,0.999339495,,-13.28878204,,,99.92040633,1.20E-05,,data 4
18/02/2021,-14.50329958,0.998835197,0,0.998835197,0.998835197,,-14.50329958,,,100,1.08E-05,,data 4
19/02/2021,-13.92768111,0.998527869,5480.70565,4.46634202,2.11180562,1113.040747,228.5427125,870.5703538,670.5131242,100,1.14E-05,5684.698229,data 4
20/02/2021,-11.94511526,0.998656323,5486.260707,4.434628773,2.104437501,1125.642388,231.6599813,882.0372916,680.8571313,96.50177577,1.31E-05,5654.86072,data 4
21/02/2021,-10.72023884,0.998895469,5425.215632,4.337994509,2.081262187,1137.516065,231.5241701,895.2716562,694.6494121,87.41082214,1.33E-05,5501.979313,data 4
22/02/2021,-11.44376512,0.998669824,5175.762874,4.044927264,2.009859106,1150.70904,222.7602405,916.5050342,720.824369,93.18638631,1.32E-05,4994.947711,data 4
23/02/2021,-13.30996983,0.99894594,5199.932899,4.106205286,2.025296591,1136.473375,220.7630306,902.400374,707.1968437,99.90174345,1.20E-05,5081.288834,data 4
24/02/2021,-14.68598952,0.999264152,5208.396363,4.138416487,2.033558901,1125.497138,218.7566061,892.0545422,697.5750717,100,1.06E-05,5121.83332,data 4
25/02/2021,-13.96984574,0.998933064,5114.521573,4.011583569,2.001634716,1137.407434,216.7610516,906.6765371,713.6994604,100,1.13E-05,4914.461602,data 4
26/02/2021,-12.11195,0.998838653,4993.684851,3.838859132,1.958151106,1158.849637,215.4891217,931.2485652,739.8230272,97.70463279,1.31E-05,4634.617798,data 4
27/02/2021,-10.85668343,0.998944232,5009.347124,3.837293917,1.957860059,1165.741469,217.787806,937.0969798,744.7852899,88.04329003,1.32E-05,4642.924867,data 4
28/02/2021,-11.41345229,0.999152244,5062.26019,3.906753866,1.975710987,1157.523675,218.7183016,927.3919206,734.2782612,92.79537497,1.32E-05,4758.955368,data 4
01/03/2021,-13.36615623,0.999113459,5008.276875,3.876318103,1.967959855,1148.873012,214.2660219,921.2408336,730.0474296,99.98379269,1.20E-05,4688.963792,data 4
02/03/2021,-14.71174259,0.999073713,5017.168289,3.909996009,1.976450156,1140.025504,212.7939922,912.5197696,721.6402371,100,1.06E-05,4734.869757,data 4
03/03/2021,-14.16168936,0.99891941,5208.868732,4.126050269,2.030142964,1129.426109,219.6064471,895.6579725,700.8538545,100,1.11E-05,5112.473387,data 4
04/03/2021,-12.24201714,0.999168549,5220.323051,4.106823402,2.025683143,1141.551433,222.8192826,906.490133,710.4859595,97.88896265,1.30E-05,5100.531594,data 4
05/03/2021,-10.87408635,0.999610473,5079.73681,3.919803764,1.979122229,1161.37527,220.1954714,930.3057126,736.4786275,87.48478629,1.31E-05,4792.702542,data 4
06/03/2021,-11.46039808,0.99936212,4920.933661,3.740427173,1.933395988,1168.853968,213.8183542,943.5752158,753.4912595,91.68181485,1.30E-05,4479.078055,data 4
07/03/2021,-13.4811336,0.998884783,4873.815778,3.716346057,1.926705368,1159.256759,209.4600852,936.3155407,748.0732629,99.9578957,1.18E-05,4422.086713,data 4
